id_x,names,type,crosses,breeder,effects,ailment,flavor,name,category,THC-Total,CBD-Total
3406,Blukushima,Hybrid,,Terraform Genetics,,,,,,,
3407,The Blue,Hybrid,,Unknown Breeder,,,,,,,
3408,Mossad Kush,Hybrid,,Terraform Genetics,,,,,,,
3409,Candy Mountain,Hybrid,,Terraform Genetics,,,,,,,
3410,Agathlan,Hybrid,,Cult Classics Seeds,,,,,,,
3411,Con Cheez x Chernobyl,Hybrid,,Unknown Breeder,,,,Con Cheez x Chernobyl - Shatter,"Concentrate,Shatter,",,
3412,Tangerine Cookies,Hybrid,,Unknown Breeder,,,,,,26.12%,0.08%
3413,Blue Elephant,Hybrid,,BC Seed Company,,,,,,,
3414,Sour Patch Kiss,Hybrid,,Elev8 Seeds,,,,Sour Patch Kiss - Shatter,"Concentrate,Shatter,",,
3415,XTC OG,Hybrid,,Elev8 Seeds,,,,,,,
3416,Mrs. Natural,Hybrid,,Unknown Breeder,,,,,,,
3417,Strawberry Snow Cone,Hybrid,,Elev8 Seeds,,,,,,,
3418,Blackberry Dream,Hybrid,,Elev8 Seeds,,,,,,,
3419,Crystal Cascade,Hybrid,,Unknown Breeder,,,,Crystal Cascade - Shatter,"Concentrate,Shatter,",,
3420,Blue Jagger,Hybrid,,Unknown Breeder,,,,Blue Jagger - Shatter,"Concentrate,Shatter,",,
3421,King Phisher,Hybrid,,Unknown Breeder,,,,King Phisher - Shatter,"Concentrate,Shatter,",,
3422,Mean Misty,Hybrid,,The Clone Zone,,,,,,,
3423,Blue Cinex,Hybrid,,The Clone Zone,,,,Blue Cinex - Shatter,"Concentrate,Shatter,",,
3424,Lodi Dodi,Hybrid,,The Clone Zone,,,,,,20.70%,0.27%
3425,Jack Herer x Raspberry Kush,Hybrid,,Unknown Breeder,,,,Jack Herer x Raspberry Kush - Shatter,"Concentrate,Shatter,",,
3426,Garden Salad,Hybrid,,Unknown Breeder,,,,,,,
3427,Blood Money,Hybrid,,Unknown Breeder,,,,Blood Money - Shatter,"Concentrate,Shatter,",,
3428,Jagermeister,Hybrid,,Unknown Breeder,,,,Jagermeister - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
3429,Indica,Hybrid,,Unknown Breeder,,,,High Tea - Peach Cobbler,"Edibles,Drink,",,
3430,Banana Bread,Hybrid,,Unknown Breeder,,,,Banana Bread - Honeycomb,,,
3431,Cripplin Bubba,Hybrid,,Baked Genetics,,,,,,,
3432,Chocolate Shake,Hybrid,,Baked Genetics,,,,,,,
3433,Milkshake,Hybrid,,Evolution Seeds,,,,Milkshake - Honeycomb,,,
3434,Chesney Cheese,Hybrid,,The Skunk House,,,,,,,
3435,Bully,Hybrid,,Evolution Seeds,,,,,,,
3436,Gold Dust,Hybrid,,Evolution Seeds,,,,,,,
3437,Grand Daddy Smash (GDS),Hybrid,,Evolution Seeds,,,,,,,
3438,Lion OG,Hybrid,,Unknown Breeder,,,,,,,
3439,Bread Crumbs,Hybrid,,Unknown Breeder,,,,,,,
3440,Yuckleberry Wow,Hybrid,,Unknown Breeder,,,,,,,
3441,Sky Kush,Hybrid,,Unknown Breeder,,,,Sky Kush - Shatter,"Concentrate,Shatter,",,
3442,Banana Cough,Hybrid,,Unknown Breeder,,,,,,,
3443,Meadow Cross,Hybrid,,Unknown Breeder,,,,,,,
3444,White Meadow,Hybrid,,Unknown Breeder,,,,,,,
3445,Royal Ogre Kush,Hybrid,,Unknown Breeder,,,,Royal Ogre Kush - Shatter,"Concentrate,Shatter,",,
3446,Ripcity Purps,Hybrid,,Alpha Kronik Genes,,,,,,,
3447,Oregon Noble,Hybrid,,Alpha Kronik Genes,,,,,,,
3448,Bandana,Hybrid,,Alpha Kronik Genes,,,,,,,
3449,Scrumdiddlyumtious,Hybrid,,Alpha Kronik Genes,,,,,,,
3450,Slaughtering Betsy,Hybrid,,Franchise Genetics,,,,,,,
3451,Star Dot,Hybrid,,Franchise Genetics,,,,,,,
3452,Orange Mints,Hybrid,,Franchise Genetics,,,,,,,
3453,Mars  Needs Women,Hybrid,,Franchise Genetics,,,,,,,
3454,Grape Kryptonite,Hybrid,,Unknown Breeder,,,,,,,
3455,Quick Bud,Hybrid,,AC Genetics,,,,,,,
3456,CBD Girl Scout Cookies,Hybrid,,CBD Crew,,,,,,,
3457,Blue Razz,Hybrid,,Unknown Breeder,,,,Blue Razz - Oil,"Concentrate,Oil,",,
3458,G Dot,Hybrid,,Franchise Genetics,,,,,,,
3459,Orange Monster,Hybrid,,Franchise Genetics,,,,,,,
3460,Orange Dot (Franchise),Hybrid,,Franchise Genetics,,,,,,,
3461,Lumbo Tech,Hybrid,,Franchise Genetics,,,,,,,
3462,Syrup,Hybrid,,Buddha Seeds,,,,,,,
3463,White Dwarf (Buddha Seeds),Hybrid,,Buddha Seeds,,,,,,,
3464,Power Africa,Hybrid,,Seedsman Cannabis Seeds,,,,,,,
3465,Quasar,Hybrid,,Buddha Seeds,,,,,,,
3466,Pulsar,Hybrid,,Buddha Seeds,,,,,,,
3467,Magnum (Buddha Seeds),Hybrid,,Buddha Seeds,,,,,,,
3468,Buddha Purple Kush,Hybrid,,Buddha Seeds,,,,,,,
3469,Deimos,Hybrid,,Buddha Seeds,,,,,,,
3470,Big Lights,Hybrid,,Biohazard Seeds,,,,,,,
3471,Cookie Tech,Hybrid,,Franchise Genetics,,,,,,,
3472,Orange Glue (Franchise),Hybrid,,Franchise Genetics,,,,,,,
3473,Alien Apparition,Hybrid,,Franchise Genetics,,,,,,,
3474,Natural Born Killer,Hybrid,,Unknown Breeder,,,,,,,
3475,Strawberry Spider Bite,Hybrid,,Franchise Genetics,,,,,,,
3476,Orange Fruity Pebbles,Hybrid,,Franchise Genetics,,,,,,,
3477,Orange #43,Hybrid,,Franchise Genetics,,,,,,,
3478,OJSDKB,Hybrid,,Franchise Genetics,,,,,,,
3479,Alien Orange Gum,Hybrid,,Franchise Genetics,,,,,,,
3480,Gummo,Hybrid,,Franchise Genetics,,,,,,,
3481,Alien Orange Cookies,Hybrid,,Franchise Genetics,,,,Alien Orange Cookies - Shatter,"Concentrate,Shatter,",,
3482,Mystic Sour Diesel,Hybrid,,Unknown Breeder,,,,,,,
3483,OZ OG,Hybrid,,Unknown Breeder,,,,,,,
3484,Pink Flamingo,Hybrid,,Unknown Breeder,,,,Pink Flamingo - Shatter,"Concentrate,Shatter,",,
3485,Pinkfruit OG,Hybrid,,Unknown Breeder,,,,Pinkfruit OG - Oil,"Concentrate,Oil,",,
3486,Power Train,Hybrid,,Unknown Breeder,,,,,,,
3487,Victory Cookies,Hybrid,,Victory Pharms,,,,,,,
3488,Turbo OG,Hybrid,,Unknown Breeder,,,,,,,
3489,Truthbomb,Hybrid,,Unknown Breeder,,,,,,,
3490,Truffle Butter OG,Hybrid,,Unknown Breeder,,,,,,,
3491,Skywalker Diesel,Hybrid,,Unknown Breeder,,,,Skywalker Diesel - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
3492,Orange Chicken,Hybrid,,Golden Coast Genetics,,,,,,,
3493,Mandarin Kush,Hybrid,,Golden Coast Genetics,,,,,,,
3494,Sour Monkey (Relentless Genetics),Hybrid,,Golden Coast Genetics,,,,,,,
3495,Loud Mouth,Hybrid,,Golden Coast Genetics,,,,,,,
3496,White Lemons (Relentless Genetics),Hybrid,,Relentless Genetics,,,,,,,
3497,Paledog,Hybrid,,Relentless Genetics,,,,,,,
3498,Frosted Mint Cookies,Hybrid,,Relentless Genetics,,,,,,,
3499,Headband OG (Relentless Genetics),Hybrid,,Relentless Genetics,,,,,,,
3500,OG Cookies,Hybrid,,Relentless Genetics,,,,,,,
3501,OG Pie,Hybrid,,Relentless Genetics,,,,,,,
3502,Exodus OG,Hybrid,,Relentless Genetics,,,,,,,
3503,Strawberry Cough OG,Hybrid,,Relentless Genetics,,,,,,,
3504,SR71OG,Hybrid,,Relentless Genetics,,,,,,,
3505,Cap OG,Hybrid,,Relentless Genetics,,,,,,,
3506,OG Walker,Hybrid,,Relentless Genetics,,,,,,,
3507,Orange Pie,Hybrid,,Relentless Genetics,,,,,,,
3508,Orange Dawg,Hybrid,,Relentless Genetics,,,,,,,
3509,Agent Cheese,Hybrid,,Relentless Genetics,,,,,,,
3510,Agent Walker,Hybrid,,Relentless Genetics,,,,,,,
3511,Tangerine Headband,Hybrid,,Relentless Genetics,,,,,,,
3512,Orange Cookies (Relentless Genetics),Hybrid,,Relentless Genetics,,,,,,,
3513,Tangerine Mints,Hybrid,,Relentless Genetics,,,,,,,
3514,White Fighter,Hybrid,,Relentless Genetics,,,,,,,
3515,Whurkle,Hybrid,,Relentless Genetics,,,,,,,
3516,Orange Frost,Hybrid,,Relentless Genetics,,,,,,,
3517,Yeti,Hybrid,,Relentless Genetics,,,,Yeti - Shatter,"Concentrate,Shatter,",,
3518,Frosted Oranges,Hybrid,,Relentless Genetics,,,,,,,
3519,WhiteCap,Hybrid,,Relentless Genetics,,,,,,,
3520,Queso Blanco,Hybrid,,Relentless Genetics,,,,,,,
3521,Frosty Headband,Hybrid,,Relentless Genetics,,,,,,,
3522,Whitebird,Hybrid,,Relentless Genetics,,,,,,,
3523,Cherry Cookies F2,Hybrid,,Relentless Genetics,,,,,,,
3524,Frosted Cherry Cookies,Hybrid,,Relentless Genetics,,,,,,,
3525,Mint Fire Cookies,Hybrid,,Relentless Genetics,,,,,,,
3526,SFV Fire Cookies,Hybrid,,Relentless Genetics,,,,,,,
3527,Banana Fire Cookies,Hybrid,,Relentless Genetics,,,,,,,
3528,Ghost Fire Cookies,Hybrid,,Relentless Genetics,,,,,,,
3529,Fire Cookies F2v2,Hybrid,,Relentless Genetics,,,,,,,
3530,Diesel Fire Cookies,Hybrid,,Relentless Genetics,,,,,,,
3531,Black Blizzard,Hybrid,,Relentless Genetics,,,,,,,
3532,Black Lemons,Hybrid,,Relentless Genetics,,,,,,,
3533,Blackberry Rose,Hybrid,,Relentless Genetics,,,,,,,
3534,Steve Urkle,Hybrid,,Relentless Genetics,,,,,,,
3535,Purple Bomb,Hybrid,,Relentless Genetics,,,,,,,
3536,Blackbird,Hybrid,,Relentless Genetics,,,,,,,
3537,Who Dat Orange Kush,Hybrid,,Relentless Genetics,,,,,,,
3538,Big Easy OG,Hybrid,,Relentless Genetics,,,,,,,
3539,White Platinum OG,Hybrid,,Relentless Genetics,,,,,,,
3540,White Pie,Hybrid,,Relentless Genetics,,,,,,,
3541,Strawberry Fire Cough OG,Hybrid,,Relentless Genetics,,,,,,,
3542,Snow Fire OG,Hybrid,,Relentless Genetics,,,,,,,
3543,Relentless Wifi V2,Hybrid,,Relentless Genetics,,,,,,,
3544,Fire Cookies V2,Hybrid,,Relentless Genetics,,,,Fire Cookies V2 - Wax,"Concentrate,Wax,",,
3545,Lemon Fire OG,Hybrid,,Relentless Genetics,,,,,,,
3546,Glue Fire OG,Hybrid,,Relentless Genetics,,,,,,,
3547,Frosted Strawberries,Hybrid,,Relentless Genetics,,,,,,,
3548,Firedawg OG,Hybrid,,Relentless Genetics,,,,,,,
3549,Fire Cherry Cookies,Hybrid,,Relentless Genetics,,,,,,,
3550,Cherry Cookie,Hybrid,,Relentless Genetics,,,,,,,
3551,Diesel Fire OG (Relentless Genetics),Hybrid,,Relentless Genetics,,,,,,,
3552,Uncle Remus,Hybrid,,Cult Classics Seeds,,,,,,,
3553,White Diagonal,Hybrid,,Down With Dirt Creations,,,,,,,
3554,Purple Panda,Hybrid,,Cult Classics Seeds,,,,,,,
3555,ACDC x Querkle,Hybrid,,TGA Seeds,,,,,,,
3556,Double Platinum Cookies,Hybrid,,Grandi Flora Genetics,,,,,,,
3557,Ganja Ma #2,Hybrid,,Unknown Breeder,,,,,,,
3558,Blu Sugar,Hybrid,,Unknown Breeder,,,,,,,
3559,Tangie Ewok OG,Hybrid,,Unknown Breeder,,,,,,,
3560,Purple River x Huckleberry OG,Hybrid,,Unknown Breeder,,,,,,,
3561,Huckleberry OG x Branscom,Hybrid,,Unknown Breeder,,,,,,,
3562,Dago OG,Hybrid,,Relentless Genetics,,,,,,,
3563,Cherry Fire Pie OG,Hybrid,,Relentless Genetics,,,,,,,
3564,Cheesy Fire OG,Hybrid,,Relentless Genetics,,,,,,,
3565,Purp Diesel,Hybrid,,Medicinal Organic,,,,,,,
3566,Cookie Frost,Hybrid,,Medicinal Organic,,,,,,,
3567,Banana Fire OG,Hybrid,,Relentless Genetics,,,,,,,
3568,Albino Albert,Hybrid,,Relentless Genetics,,,,,,,
3569,818 SFV Fire OG,Hybrid,,Relentless Genetics,,,,,,,
3570,White Cookies (Relentless Genetics),Hybrid,,Relentless Genetics,,,,,,,
3571,818 Pure SFV OG S1,Hybrid,,Relentless Genetics,,,,818 Pure SFV OG S1 - Space Foam,"Concentrate,Wax,",,
3572,Orange Glue,Hybrid,,Relentless Genetics,,,,Orange Glue - Shatter,"Concentrate,Shatter,",,
3573,Orange Cream Cookies,Hybrid,,Unknown Breeder,,,,,,,
3574,Sexy Mexy,Hybrid,,Unknown Breeder,,,,,,,
3575,Hope Springs,Hybrid,,HappyDay Farms,,,,,,,
3576,Green Goblin OG,Hybrid,,Baked Genetics,,,,,,,
3577,Frankenberry,Hybrid,,Unknown Breeder,,,,Frankenberry - Shatter,"Concentrate,Shatter,",16.45%,0.13%
3578,Government Cookies,Hybrid,,In House Genetics,,,,,,,
3579,Purple Headband,Hybrid,,Unknown Breeder,,,,,,,
3580,Honey OG,Hybrid,,Scorpion Seeds,,,,Honey OG - Hash,,,
3581,Wild Berry,Hybrid,,Scorpion Seeds,,,,,,,
3582,Garlic Cheese,Hybrid,,Scorpion Seeds,,,,,,,
3583,DH OG,Hybrid,,Scorpion Seeds,,,,,,,
3584,Return of the Cheese,Hybrid,,Unknown Breeder,,,,,,,
3585,California Dream,Hybrid,,Mandala Seeds,,,,,,,
3586,Beyond the Brain,Hybrid,,Mandala Seeds,,,,,,,
3587,Hubble Bubble,Hybrid,,Mandala Seeds,,,,,,,
3588,Chill-OM,Hybrid,,Mandala Seeds,,,,,,,
3589,Rishi Kush,Hybrid,,Mandala Seeds,,,,,,,
3590,Point of No Return,Hybrid,,Mandala Seeds,,,,,,,
3591,Amsterdam Cheese,Hybrid,,Kera Seeds,,,,,,,
3592,Morpheus,Hybrid,,Crop King Seeds,,,,Morpheus - Hash,,,
3593,The Matrix,Hybrid,,Unknown Breeder,,,,The Matrix - Water Hash,"Concentrate,Bubble Hash,",,
3594,G4,Hybrid,,Unknown Breeder,,,,G4 - Wax,"Concentrate,Wax,",,
3595,Pakistani 47,Hybrid,,Unknown Breeder,,,,,,,
3596,Pink Hashplant,Hybrid,,Unknown Breeder,,,,,,,
3597,Schamell #9,Hybrid,,Purple Frost Genetics,,,,,,,
3598,O.G. Bubble Gum,Hybrid,,Unknown Breeder,,,,O.G. Bubble Gum - Wax,"Concentrate,Wax,",,
3599,Healing Fields,Hybrid,,Gage Green Group,,,,,,,
3600,Talisman,Hybrid,,Gage Green Group,,,,,,,
3601,Oak Tree,Hybrid,,Gage Green Group,,,,,,,
3602,Peacemaker,Hybrid,,Gage Green Group,,,,,,,
3603,Golden Gage,Hybrid,,Gage Green Group,,,,,,,
3604,Sapphire Kush,Hybrid,,Unknown Breeder,,,,Sapphire Kush - Water Hash,"Concentrate,Bubble Hash,",,
3605,Cool Jack,Hybrid,,Unknown Breeder,,,,,,,
3606,Cherry Cake,Hybrid,,Unknown Breeder,,,,,,,
3607,Gorilla Punch,Hybrid,,Unknown Breeder,,,,,,,
3608,Don Perignon,Hybrid,,Unknown Breeder,,,,,,,
3609,King Jack,Hybrid,,Unknown Breeder,,,,,,,
3610,The Boardwalk,Hybrid,,Unknown Breeder,,,,,,,
3611,Rump Wreck,Hybrid,,Unknown Breeder,,,,,,,
3612,Hard Candy,Hybrid,,Unknown Breeder,,,,Hard Candy - Shatter,"Concentrate,Shatter,",,
3613,Taylor Swift,Hybrid,,Unknown Breeder,,,,,,,
3614,Orange Dogwalker,Hybrid,,Unknown Breeder,,,,,,,
3615,Fire In The Hole,Hybrid,,Unknown Breeder,,,,,,,
3616,Romulan Cookies,Hybrid,,Unknown Breeder,,,,Romulan Cookies - Wax,"Concentrate,Wax,",,
3617,Blue Ultra,Hybrid,,Unknown Breeder,,,,,,,
3618,White Magoo,Hybrid,,Unknown Breeder,,,,,,,
3619,Deathstar OG,Hybrid,,Unknown Breeder,,,,Deathstar OG - Shatter,"Concentrate,Shatter,",,
3620,Snow OG,Hybrid,,Unknown Breeder,,,,Snow OG - Shatter,"Concentrate,Shatter,",,
3621,Sour Truth,Hybrid,,Unknown Breeder,,,,Sour Truth - Shatter,"Concentrate,Shatter,",,
3622,Mrs. Doubtfire,Hybrid,,Unknown Breeder,,,,Mrs. Doubtfire - Water Hash,"Concentrate,Bubble Hash,",,
3623,Cosmic Temple,Hybrid,,Rare Dankness Seeds,,,,,,,
3624,The Ox Piss,Hybrid,,Rare Dankness Seeds,,,,,,,
3625,Chem Ox,Hybrid,,Rare Dankness Seeds,,,,,,,
3626,Buford OG,Hybrid,,Rare Dankness Seeds,,,,,,,
3627,Jamaican Gold,Hybrid,,Unknown Breeder,,,,,,,
3628,Lemon Sour Diesel,Hybrid,,Med-Man Brand,,,,Lemon Sour Diesel - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
3629,Starburst (OG x Blue Satellite),Hybrid,,Unknown Breeder,,,,Starburst (OG x Blue Satellite) - Space Foam,"Concentrate,Wax,",,
3630,Platinum Jack Cookies,Hybrid,,Unknown Breeder,,,,,,,
3631,Mack Town Diesel,Hybrid,,Grahams Brand,,,,,,,
3632,Red Afghani,Hybrid,,Unknown Breeder,,,,,,,
3633,Cherry Dawg,Hybrid,,Unknown Breeder,,,,,,,
3634,Extreme Cookies,Hybrid,,Unknown Breeder,,,,,,,
3635,Orange Cream,Hybrid,,Exotic Genetix,,,,Orange Cream - Oil,"Concentrate,Oil,",,
3636,Orange Valley OG,Hybrid,,Relentless Genetics,,,,,,,
3637,Double Stuff,Hybrid,,Exotic Genetix,,,,,,,
3638,Cherry Cream Pie,Hybrid,,Exotic Genetix,,,,,,,
3639,Grease Monkey,Hybrid,,Exotic Genetix,,,,Grease Monkey - Wax,"Concentrate,Wax,",,
3640,Tangie Sherbet,Hybrid,,Unknown Breeder,,,,,,,
3641,Lemon Crack,Hybrid,,Unknown Breeder,,,,Lemon Crack - Shatter,"Concentrate,Shatter,",,
3642,Blue Ape,Hybrid,,Unknown Breeder,,,,Blue Ape - Shatter,"Concentrate,Shatter,",,
3643,Lemon Funk,Hybrid,,Unknown Breeder,,,,Lemon Funk - Shatter,"Concentrate,Shatter,",,
3644,Blue Valley,Hybrid,,Unknown Breeder,,,,Blue Valley - Shatter,"Concentrate,Shatter,",,
3645,Goji Lemon Haze,Hybrid,,Unknown Breeder,,,,Goji Lemon Haze - Shatter,"Concentrate,Shatter,",,
3646,Harlequin GDP,Hybrid,,Unknown Breeder,,,,Harlequin GDP - Wax,"Concentrate,Wax,",,
3647,Ganesh Spirit,Hybrid,,Sweet Seeds,,,,,,,
3648,Ice Cool,Hybrid,,Sweet Seeds,,,,,,,
3649,Botafumeiros,Hybrid,,Sweet Seeds,,,,,,,
3650,Blue Mystic x Purple River x Huckleberry OG,Hybrid,,Unknown Breeder,,,,,,,
3651,Purple River,Hybrid,,Unknown Breeder,,,,,,,
3652,Nookies,Hybrid,,Swamp Boys Seeds,,,,,,,
3653,Irene x Irene Apparition,Hybrid,,Obsoul33t Genetics Group,,,,,,,
3654,Blue Dot x Irene Apparition ,Hybrid,,Obsoul33t Genetics Group,,,,,,,
3655,Irene Apparition,Hybrid,,Obsoul33t Genetics Group,,,,,,,
3656,Atom Splitter,Hybrid,,Franchise Genetics,,,,,,,
3657,Jackfruit,Hybrid,,Unknown Breeder,,,,Jack Fruit - Pre-roll,"Flowers,Pre-Roll",,
3658,Boss OG x Sour D,Hybrid,,Unknown Breeder,,,,Boss OG x Sour D - Shatter,"Concentrate,Shatter,",,
3659,BC Pinewarp,Hybrid,,BC Bud Depot,,,,,,,
3660,Speed Devil #2,Hybrid,,Sweet Seeds,,,,,,,
3661,Speed Devil,Hybrid,,Sweet Seeds,,,,,,,
3662,Dark Devil,Hybrid,,Sweet Seeds,,,,,,,
3663,Black Cream,Hybrid,,Sweet Seeds,,,,,,,
3664,Royal Caramel,Hybrid,,Royal Queen,,,,,,,
3665,Royal Bluematic,Hybrid,,Royal Queen,,,,,,,
3666,Royal Creamatic,Hybrid,,Royal Queen,,,,,,,
3667,Royal Dwarf,Hybrid,,Royal Queen,,,,,,,
3668,Power Flower,Hybrid,,Royal Queen,,,,,,,
3669,Royal Kush Automatic,Hybrid,,Royal Queen,,,,,,,
3670,Royal Moby,Hybrid,,Royal Queen,,,,,,,
3671,Somango XL,Hybrid,,Royal Queen,,,,,,,
3672,Critical #47,Hybrid,,Positronics Seeds,,,,,,,
3673,Skunk XL,Hybrid,,Royal Queen,,,,,,,
3674,Blue N White,Hybrid,,Unknown Breeder,,,,Blue N White - Crumble,"Concentrate,Crumble,Wax,",,
3675,Bubblelope,Hybrid,,NRC,,,,,,,
3676,BubbleBean,Hybrid,,NRC,,,,,,,
3677,Bubba Kush x Granddaddy Purple,Hybrid,,Unknown Breeder,,,,Bubba Kush x Granddaddy Purple - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
3678,Special Queen #1,Hybrid,,Royal Queen,,,,,,,
3679,Power Bud,Hybrid,,Zambeza Seeds,,,,,,,
3680,Painkiller XL,Hybrid,,Royal Queen,,,,,,,
3681,Speedy Chile,Hybrid,,Royal Queen,,,,,,,
3682,Chile Indica,Hybrid,,Unknown Breeder,,,,,,,
3683,Medical Mass,Hybrid,,Royal Queen,,,,,,,
3684,Royal Madre,Hybrid,,Royal Queen,,,,,,,
3685,Kali Dog,Hybrid,,Royal Queen,,,,,,,
3686,Sand King,Hybrid,,Progressive Options,,,,,,,
3687,P.O. #7 (XXX),Hybrid,,Progressive Options,,,,,,,
3688,P.O. #5 (California Love),Hybrid,,Progressive Options,,,,,,,
3689,P.O. #3 (Earthshaker OG),Hybrid,,Progressive Options,,,,,,,
3690,P.O. #2,Hybrid,,Progressive Options,,,,,,,
3691,Jack 99,Hybrid,,Progressive Options,,,,,,,
3692,Helix,Hybrid,,Progressive Options,,,,,,,
3693,91 OG,Hybrid,,Progressive Options,,,,,,,
3694,91 Bubbleberry,Hybrid,,Progressive Options,,,,,,,
3695,Chocolate Haze,Hybrid,,Royal Queen,,,,,,,
3696,Candy Kush Express,Hybrid,,Royal Queen,,,,,,,
3697,Sweet Special Auto,Hybrid,,Sweet Seeds,,,,,,,
3698,Bubblegum XL,Hybrid,,Royal Queen,,,,,,,
3699,Blue Mistic,Hybrid,,Royal Queen,,,,,,,
3700,Green Lotus,Hybrid,,Bodhi Seeds,,,,,,,
3701,More Cowbell,Hybrid,,Bodhi Seeds,,,,,,,
3702,El Chapo,Hybrid,,Unknown Breeder,,,,El Chapo - Wax,"Concentrate,Wax,",,
3703,Green Hornet OG,Hybrid,,Unknown Breeder,,,,,,,
3704,Blue Dream x Banana OG,Hybrid,,Unknown Breeder,,,,Blue Dream x Banana OG - Crumble,"Concentrate,Crumble,Wax,",,
3705,Silver Hammer,Hybrid,,Seeds Of Compassion,,,,,,,
3706,Orange Goo,Hybrid,,Seeds Of Compassion,,,,,,,
3707,Cali-Om,Hybrid,,Unknown Breeder,,,,,,,
3708,Menage A Trois,Hybrid,,MOD Seeds,,,,,,,
3709,Devil Dawg,Hybrid,,Seeds Of Compassion,,,,,,,
3710,AlienFruit,Hybrid,,Gorrilla Grower Seeds,,,,,,,
3711,Cosmicdawg,Hybrid,,Gorrilla Grower Seeds,,,,,,,
3712,Stardawg IX,Hybrid,,Unknown Breeder,,,,,,,
3713,Wild Cherry,Hybrid,,Seeds Of Compassion,,,,Wild Cherry - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
3714,Cherry Thunderfuck,Hybrid,,Unknown Breeder,,,,,,,
3715,Grape Candy,Hybrid,,Seeds Of Compassion,,,,,,,
3716,Iceberg Cookiez,Hybrid,,Unknown Breeder,,,,Iceberg Cookiez - Shatter,"Concentrate,Shatter,",,
3717,The Shire,Hybrid,,Unknown Breeder,,,,,,,
3718,Berry Delight,Hybrid,,GreenLabel Seeds,,,,,,,
3719,Space Ghost (Red Bee),Hybrid,,Red Bee Seed Company,,,,,,,
3720,Lois Lane,Hybrid,,Red Bee Seed Company,,,,,,,
3721,Chocolate Headband,Hybrid,,Unknown Breeder,,,,,,,
3722,Lemon Stinky F2,Hybrid,,Crazy X Seeds,,,,,,,
3723,Malonica,Hybrid,,Crazy X Seeds,,,,,,,
3724,Big Haze (Crazy X),Hybrid,,Crazy X Seeds,,,,,,,
3725,Rasputin IBL,Hybrid,,Crazy X Seeds,,,,,,,
3726,Lemon Stinky,Hybrid,,Crazy X Seeds,,,,,,,
3727,In The Amnesia,Hybrid,,Unknown Breeder,,,,In The Amnesia - Shatter,"Concentrate,Shatter,",,
3728,Wifi Leroy,Hybrid,,Unknown Breeder,,,,Wifi Leroy - Shatter,"Concentrate,Shatter,",,
3729,In The Jack,Hybrid,,Unknown Breeder,,,,In The Jack - Shatter,"Concentrate,Shatter,",,
3730,Sour Freeway,Hybrid,,Unknown Breeder,,,,Sour Freeway - Shatter,"Concentrate,Shatter,",,
3731,Dank Vader,Hybrid,,Pisces Genetics,,,,,,,
3732,Starwarz,Hybrid,,Magus Genetics,,,,,,,
3733,Black Dawg V3,Hybrid,,SoCal Seed Co.,,,,,,,
3734,DawgTown Kush V2 F2,Hybrid,,SoCal Seed Co.,,,,,,,
3735,Epik Purple,Hybrid,,SoCal Seed Co.,,,,,,,
3736,4D (4th Dimension),Hybrid,,SoCal Seed Co.,,,,,,,
3737,"Double ""D""",Hybrid,,SoCal Seed Co.,,,,"Double ""D"" - Shatter","Concentrate,Shatter,",,
3738,SoCal Dawg,Hybrid,,SoCal Seed Co.,,,,,,,
3739,Blue Dream Skunk,Hybrid,,Unknown Breeder,,,,,,,
3740,Keisha,Hybrid,,Red Bee Seed Company,,,,,,,
3741,Grape Gazoo,Hybrid,,Red Bee Seed Company,,,,,,,
3742,The Great Gazoo,Hybrid,,Red Bee Seed Company,,,,,,,
3743,Becky,Hybrid,,Red Bee Seed Company,,,,,,,
3744,Boulder Queen,Hybrid,,Red Bee Seed Company,,,,,,,
3745,Starrcade,Hybrid,,Red Bee Seed Company,,,,,,,
3746,Ros̩,Hybrid,,Red Bee Seed Company,,,,,,,
3747,OG Space Ghost,Hybrid,,Red Bee Seed Company,,,,,,,
3748,Purple Phantom (Red Bee),Hybrid,,Red Bee Seed Company,,,,,,,
3749,MG Kush,Hybrid,,Red Bee Seed Company,,,,,,,
3750,Lemon Venom,Hybrid,,Dusted Bud Genetics,,,,,,,
3751,Cali Dream,Hybrid,,Unknown Breeder,,,,,,,
3752,Lemon Wheel,Hybrid,,Dusted Bud Genetics,,,,,,,
3753,Phishead Kush,Hybrid,,Unknown Breeder,,,,,,,
3754,Pliny Purple,Hybrid,,Dusted Bud Genetics,,,,,,,
3755,Silver Pucker,Hybrid,,Cannarado Genetics,,,,,,,
3756,Pucker Haze,Hybrid,,Cannarado Genetics,,,,,,,
3757,Lemon Ice Pucker,Hybrid,,Cannarado Genetics,,,,,,,
3758,Jack of All Lemons,Hybrid,,Cannarado Genetics,,,,,,,
3759,Galactic Pucker,Hybrid,,Cannarado Genetics,,,,,,,
3760,Grand Marnier,Hybrid,,Red Bee Seed Company,,,,,,,
3761,Southern Comfort,Hybrid,,Red Bee Seed Company,,,,,,,
3762,Magilla Gorilla,Hybrid,,Red Bee Seed Company,,,,,,,
